id,label,name,description,hassteptype,businessstepinhouse,businessstepinlegislature,memberof,actualisationnote,linknote,datenote,actualisedalongside,source,triplestoreid
153,Allocated to the EU Internal Market Sub-Committee (House of Lords),Allocated to the EU Internal Market Sub-Committee,Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.,1,2,,4,"As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports are made in the name of EU Committee.",EU Select Committee treaties page,Usually the day after the treaty is laid,,890,dsfJmPVy
154,Allocated to the EU Energy and Environment Sub-Committee (House of Lords),Allocated to the EU Energy and Environment Sub-Committee,Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.,1,2,,4,"As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports are made in the name of EU Committee.",EU Select Committee treaties page,Usually the day after the treaty is laid,,891,k4y0HeEH
155,Allocated to the EU External Affairs Sub-Committee (House of Lords),Allocated to the EU External Affairs Sub-Committee,Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.,1,2,,4,"As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports are made in the name of EU Committee.",EU Select Committee treaties page,Usually the day after the treaty is laid,,892,klUK1Jbu
1580,Call for evidence by the lead committee (Scottish Parliament),Call for evidence by the lead committee,,1,,2,,,,,,,m8g0mfJo
1603,Question put on fatal amendment to legislative consent motion (Scottish Parliament),Question put on fatal amendment to legislative consent motion,,1,,2,,,,,,,NrAqqiLo
1604,Fatal amendment to legislative consent motion agreed to (Scottish Parliament),Fatal amendment to legislative consent motion agreed to,,1,,2,,,,,,,3f3RaMv0
1605,Fatal amendment to legislative consent motion not agreed to (Scottish Parliament),Fatal amendment to legislative consent motion not agreed to,,1,,2,,,,,,,6orexDVN
157,Allocated to the EU Home Affairs Sub-Committee (House of Lords),Allocated to the EU Home Affairs Sub-Committee,Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.,1,2,,4,"As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports are made in the name of EU Committee.",EU Select Committee treaties page,Usually the day after the treaty is laid,,894,VjfSURrA
2470,Non-fatal amendment to legislative consent motion withdrawn (Senedd Cymru),Non-fatal amendment to legislative consent motion withdrawn,,1,,3,,,,,,,BW8dz0Qy
2471,Non-fatal amendment to legislative consent motion falls at dissolution (Senedd Cymru),Non-fatal amendment to legislative consent motion falls at dissolution,,1,,3,,,,,,,gUuOtW60
263,Motion calling on the Government to extend objection period A rejected (House of Commons),Motion calling on the Government to extend objection period A rejected,"In the House of Commons, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Government. ",1,1,,4,This will follow a debate and the question being put. Objection period A will not be affected. ,Vote anchor link ,Date the question put/debate,261,976,tEfdgDZU
158,Drawn to the special attention of the House by the European Union Committee (House of Lords),Drawn to the special attention of the House by the European Union Committee,"The European Union Committee report treaties under two headings: those to which special attention is drawn, and treaties reported for information only. Treaties in the first category were analysed in detail, whereas brief factual summaries were provided for treaties in the second category.",1,2,,"5, 4","EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports are made in the name of EU Committee.",Link to approriate section of EU Committee report,"Date of meeting, as published in the report",202,895,CE8pA1S6
