id,label,name,hassteptype,description,triplestoreid
2547,SC BC Decision,SC BC,2,,rlFK8gHe
2548,SC BD Decision,SC BD,2,,D8YfhMIJ
2549,SC BE Decision,SC BE,2,,7VCTc8Cj
2550,SC BF Decision,SC BF,2,,Oq9KHqJx
2551,SC BG Decision,SC BG,2,,Huc7bk4T
2552,SC BH Decision,SC BH,2,,v9taWeeh
2553,SC BI Decision,SC BI,2,,Y5yvHtjl
2554,SC BJ Decision,SC BJ,2,,2G9mnmfx
2555,SC BK Decision,SC BK,2,,XoK9Q01t
2557,SC BL Decision,SC BL,2,,YBhwUiBg
2558,SC BM Decision,SC BM,2,,isFhzNch
2559,SC BN Decision,SC BN,2,,Wnzkqp8w
2560,SC BO Decision,SC BO,2,,UXWYMINV
2561,SC BP Decision,SC BP,2,,fmTf9xaB
2563,SC AB SUM,SC AB,8,,RKMTRLDJ
2564,SC AC SUM,SC AC,8,,rt7OhnLP
2565,SC AD SUM,SC AD,8,,yPg36974
2566,SC AE SUM,SC AE,8,,Wuf5E4c7
2567,SC AF SUM,SC AF,8,,8WynoLSj
2568,SC AG SUM,SC AG,8,,Sj7wuwxP
2569,SC AH SUM,SC AH,8,,GkkGlV7z
2570,SC AI SUM,SC AI,8,,7ejXZrFJ
2571,SC AJ SUM,SC AJ,8,,0mVyFfaq
2572,SC AK SUM,SC AK,8,,i10Eq9j1
2573,SC AL SUM,SC AL,8,,vQzsMhQx
2574,SC AM SUM,SC AM,8,,cagGXkpD
2575,SC AN SUM,SC AN,8,,qSPNBOEA
2576,SC AO SUM,SC AO,8,,pmv4RhCw
2577,SC AP SUM,SC AP,8,,a6tpjQX7
2578,SC AQ SUM,SC AQ,8,,2Pgk77Vj
2579,SC AR SUM,SC AR,8,,uPdp4Fdi
2580,SC AS SUM,SC AS,8,,dryKCvLP
2581,SC AT SUM,SC AT,8,,peYcblot
2582,SC AU SUM,SC AU,8,,oUtu14am
2583,SC AV SUM,SC AV,8,,J6BRiSKO
2584,SC AA EQUALS,SC AA,10,,i4WMjhrg
2585,SC AB EQUALS,SC AB,10,,m6XBhVDz
2586,SC AC EQUALS,SC AC,10,,StL5HMls
2587,SC AD EQUALS,SC AD,10,,bbl3dypG
2588,SC AE EQUALS,SC AE,10,,skru7v06
2589,SC AF EQUALS,SC AF,10,,u2QgLdzK
2590,SC AG EQUALS,SC AG,10,,swn8Ftue
2591,SC AH EQUALS,SC AH,10,,kMadvqAE
2592,SC AI EQUALS,SC AI,10,,TChuRtEk
2593,SC AA Summation,SC AA,11,Legislative consent memorandum tabled,WrBM4pB6
2594,SC AB Summation,SC AB,11,Committee decision not recorded ,QNlfBon0
2595,SC AC Summation,SC AC,11,There are more requests to change the deadline than there are decisions made ,mo7TIQJz
2596,SC AD Summation,SC AD,11,A deadline has been set and that deadline has expired ,18IrIJO4
2597,SC AE Summation,SC AE,11,Legislative consent motion extant,yxkzRQF4
2598,SC AF Summation,SC AF,11,All committees have recorded: the number of reports equals the number of referrals,cihsHvZ7
2599,SC AG Summation,SC AG,11,Questions can be put,vu3IXq1D
2600,SC AH Summation,SC AH,11,Fatal amendments to legislative consent motion extant,2lm7Od3T
2601,SC AI Summation,SC AI,11,Non-fatal amendment to legislative consent motion extant,fKUPCiuN
2602,SC AJ Summation,SC AJ,11,More questions have been put than outcomes recorded ,o0ZLCjHu
2603,SC AK Summation,SC AK,11,More questions have been put than outcomes recorded ,80mBTXy1
2604,SC AL Summation,SC AL,11,More questions have been put than outcomes recorded ,hHZhgBwu
2649,NIA AA AND,NIA AA,4,,w3i5AEhR
2650,NIA AB AND,NIA AB,4,,PtnZjJgt
2651,NIA AC AND,NIA AC,4,,BtBVfJje
2652,NIA AD AND,NIA AD,4,,cq0caPDm
2653,NIA AE AND,NIA AE,4,,B7RGlDWi
2654,NIA AF AND,NIA AF,4,,KZltS9a7
2655,NIA AG AND,NIA AG,4,,nWZIiwEt
2656,NIA AH AND,NIA AH,4,,Vc8NGotI
2657,NIA AI AND,NIA AI,4,,4pVOP4Ij
2658,NIA AJ AND,NIA AJ,4,,QtVjbjmY
2659,NIA AK AND,NIA AK,4,,V1F1AJkT
2660,NIA AL AND,NIA AL,4,,JVEsv1YF
2661,NIA AM AND,NIA AM,4,,L2jWfGZQ
2662,NIA AN AND,NIA AN,4,,hAPJnouM
2663,NIA AO AND,NIA AO,4,,GCVwHclB
2664,NIA AP AND,NIA AP,4,,cHFB8Qpj
2665,NIA AQ AND,NIA AQ,4,,6hhEaxJE
2666,NIA AR AND,NIA AR,4,,kF2ZhEqU
2667,NIA AS AND,NIA AS,4,,PIBIcTmr
2668,NIA AT AND,NIA AT,4,,pSAiUMwX
2669,NIA AU AND,NIA AU,4,,2ZxapxIl
2670,NIA AA OR,NIA AA,5,,kwJNjZN3
2671,NIA AB OR,NIA AB,5,,DCMURWLG
2672,NIA AC OR,NIA AC,5,,ECMSsInI
2673,NIA AD OR,NIA AD,5,,GXv1VS54
2674,NIA AE OR,NIA AE,5,,91TPWxbD
2675,NIA AF OR,NIA AF,5,,XtY0HQyK
2676,NIA AG OR,NIA AG,5,,LKVMmpVy
2677,NIA AH OR,NIA AH,5,,WRlT7swa
2678,NIA AI OR,NIA AI,5,,aIHDXnIe
2679,NIA AA NOT,NIA AA,3,,XmpsNeDf
2680,NIA AB NOT,NIA AB,3,,y0tkYZt9
2681,NIA AC NOT,NIA AC,3,,QSEinJ2S
2682,NIA AD NOT,NIA AD,3,,Vo0IR3sX
2683,NIA AE NOT,NIA AE,3,,5Qvg7zYR
2684,NIA AF NOT,NIA AF,3,,C6RpVdyC
2685,NIA AG NOT,NIA AG,3,,4cllHq6P
2686,NIA AH NOT,NIA AH,3,,Qel4lDBV
2687,NIA AI NOT,NIA AI,3,,vRMczfTY
2688,NIA AJ NOT,NIA AJ,3,,aB3pbjl1
2689,NIA AK NOT,NIA AK,3,,sM4cFFYw
2690,NIA AL NOT,NIA AL,3,,M9KN3kxZ
2691,NIA AM NOT,NIA AM,3,,fXhp8qiP
2692,NIA AN NOT,NIA AN,3,,Jwmx8Cvd
2693,NIA AO NOT,NIA AO,3,,T3g8qyYr
2694,NIA AP NOT,NIA AP,3,,Ppej7Ovg
2695,NIA AQ NOT,NIA AQ,3,,hbHGSmQO
2696,NIA AR NOT,NIA AR,3,,DGMTW4AN
2697,NIA AS NOT,NIA AS,3,,3KkyQpuL
2698,NIA AT NOT,NIA AT,3,,ySYNlFNB
2699,NIA AU NOT,NIA AU,3,,JIV0wIkW
2700,NIA AV NOT,NIA AV,3,,PmNkmRYj
2701,NIA AW NOT,NIA AW,3,,C0PU0HCN
2702,NIA AA SUM,NIA AA,8,,EzG8blZu
2703,NIA AB SUM,NIA AB,8,,wKzvyyMs
2704,NIA AC SUM,NIA AC,8,,Ddu2GMZz
2705,NIA AD SUM,NIA AD,8,,STG3Xnjv
2706,NIA AE SUM,NIA AE,8,,Md1pdl7a
2707,NIA AF SUM,NIA AF,8,,c6HWiOTY
2708,NIA AG SUM,NIA AG,8,,Wa4SEiwz
2709,NIA AH SUM,NIA AH,8,,K4ZNkNUr
2710,NIA AI SUM,NIA AI,8,,1mMC6WIC
2711,NIA AJ SUM,NIA AJ,8,,wh3sQXUE
2712,NIA AK SUM,NIA AK,8,,waOtMyfC
2713,NIA AL SUM,NIA AL,8,,5NosdzDO
2714,NIA AM SUM,NIA AM,8,,zOu3rKdd
2715,NIA AN SUM,NIA AN,8,,AERnlBYE
2716,NIA AO SUM,NIA AO,8,,i7UNZLqQ
2717,NIA AP SUM,NIA AP,8,,vD9Wig4z
2718,NIA AA EQUALS,NIA AA,10,,6t62UlP7
2719,NIA AB EQUALS,NIA AB,10,,U1dmzqG3
2720,NIA AC EQUALS,NIA AC,10,,5xOwcx1f
2721,NIA AD EQUALS,NIA AD,10,,Kt4DX4DC
2722,NIA AF EQUALS,NIA AF,10,,Mk6qYi16
2723,NIA AE EQUALS,NIA AE,10,,T8Vv6348
2724,NIA AG EQUALS,NIA AG,10,,VaC1KU4H
2725,NIA AH EQUALS,NIA AH,10,,YmyPi4xF
2726,NIA AA Decision,NIA AA,2,,cqNJSCI5
2727,NIA AB Decision,NIA AB,2,,svvTAqfn
2728,NIA AC Decision,NIA AC,2,,F5SqsSol
2729,NIA AD Decision,NIA AD,2,,TolpSELZ
2730,NIA AE Decision,NIA AE,2,,KGIInuue
2731,NIA AF Decision,NIA AF,2,,iKrSF3HK
2732,NIA AG Decision,NIA AG,2,,ffyBY22e
2733,NIA AH Decision,NIA AH,2,,wlqc3hPh
2734,NIA AI Decision,NIA AI,2,,ykuH4Wai
2735,NIA AJ Decision,NIA AJ,2,,FiAUQYNC
2736,NIA AK Decision,NIA AK,2,,FgsMi0HE
2737,NIA AL Decision,NIA AL,2,,YCiCozqF
2738,NIA AM Decision,NIA AM,2,,VZAHzrUt
2739,NIA AN Decision,NIA AN,2,,3RfxXgps
2740,NIA AO Decision,NIA AO,2,,Xv515kJp
2741,NIA AP Decision,NIA AP,2,,AE3kL1IW
2742,NIA AQ Decision,NIA AQ,2,,QM5YEYZG
2743,NIA AR Decision,NIA AR,2,,H26hmrTP
2744,NIA AS Decision,NIA AS,2,,m2zK5991
2745,NIA AT Decision,NIA AT,2,,4Z5myRrW
2746,NIA AU Decision,NIA AU,2,,e1b8DyA3
2747,NIA AV Decision,NIA AV,2,,xtpjDRm0
2748,NIA AW Decision,NIA AW,2,,zS65x8wE
2749,NIA AX Decision,NIA AX,2,,hnCcTICf
2750,NIA AY Decision,NIA AY,2,,u6Niq3mp
2751,NIA AZ Decision,NIA AZ,2,,UCftoY57
2752,NIA BA Decision,NIA BA,2,,DVTO7xUC
2753,NIA BB Decision,NIA BB,2,,w4DpRe7s
2754,NIA BC Decision,NIA BC,2,,IwaL0ugo
2755,NIA BD Decision,NIA BD,2,,QMIJMkv1
2756,NIA BE Decision,NIA BE,2,,fYQ9xrmB
2757,NIA BF Decision,NIA BF,2,,L91GcTJj
2758,NIA BG Decision,NIA BG,2,,FszPxKWV
2759,NIA AA Summation,NIA AA,11,More memorandums have been laid than decisions on legislative consent motions,kpoNUwRb
2760,NIA AB Summation,NIA AB,11,Legislative consent memorandum laid,S7QCxRPe
2761,NIA AC Summation,NIA AC,11,More questions have been put than outcomes recorded ,OyxQGXtT
2762,NIA AD Summation,NIA AD,11,There has been a committee referral,T3mBLonn
2763,NIA AE Summation,NIA AE,11,There has been a committee consideration,tHkB6zQh
2764,NIA AF Summation,NIA AF,11,More questions have been put than outcomes recorded ,oL9lYMIi
2765,NIA AG Summation,NIA AG,11,Legislative consent motion extant,9YdXZeT6
2766,NIA AH Summation,NIA AH,11,Debate can take place,PVR1vcXD
2767,NIA AI Summation,NIA AI,11,Fatal amendment to legislative consent motion extant,UtdEnSdG
2768,NIA AJ Summation,NIA AJ,11,More questions have been put than outcomes recorded ,kNKvxvSN
2769,NIA AK Summation,NIA AK,11,Non-fatal amendment to legislative consent motion extant,kUsDNOtI
2770,DH Decision,DH,2,,QmGyM9yz
2771,NIA BH Decision,NIA BH,2,,TxYx0PGQ
2772,NIA BI Decision,NIA BI,2,,ZIGNAzRv
2773,NIA BJ Decision,NIA BJ,2,,kRZ1dIDg
2774,NIA BK Decision,NIA BK,2,,XGwyVjfP
2775,NIA AL Summation,NIA AL,11,More questions have been put than outcomes recorded ,962EvmBD
2776,SC AN Summation,SC AN,11,Consider by committee,SK4PNHQ3
2777,SC AM Summation,SC AM,11,Referred to committee,AYn8MLNu
2778,DPRRC AA Summation,DPRRC AA,11,DPRRC scrutiny reserve met ,3ZQBvlHH
2779,LROLD AL AND,LROLD AL,4,,xsha43bs
2780,LROLD AM AND,LROLD AM,4,,JkX9TqPh
2781,LROAFF AZ AND,LROAFF AZ,4,,SIpiqMpJ
2782,DPRRC AA AND,DPRRC AA,4,,CTsoHCph
2783,DPRRC AB AND,DPRRC AB,4,,OyRAcJpm
2784,DPRRC AC AND,DPRRC AC,4,,tpAE4ODV
2785,DPRRC AA OR,DPRRC AA,5,,OsEFLEzg
2786,DPRRC AA NOT,DPRRC AA,3,,1ppZ8Mbg
2787,DPRRC AB NOT,DPRRC AB,3,,p2HYrt5g
2788,DPRRC AC NOT,DPRRC AC,3,,vL67QrMf
2789,DPRRC AD NOT,DPRRC AD,3,,yhXsnpt0
2790,DPRRC AE NOT,DPRRC AE,3,,15zQcQHV
2791,DPRRC AA Decision,DPRRC AA,2,,UkKsn97f
2792,DPRRC AB Decision,DPRRC AB,2,,CyPhGhmv
2793,DPRRC AC Decision,DPRRC AC,2,,RiFajPLz
2794,DPRRC AD Decision,DPRRC AD,2,,ZXJdrMC3
2795,DPRRC AE Decision,DPRRC AE,2,,66e8hMDm
2796,DPRRC AF Decision,DPRRC AF,2,,fPcEeS1c
2797,DPRRC AG Decision,DPRRC AG,2,,vhWDo5T4
2798,DPRRC AH Decision,DPRRC AH,2,,tBgczyj4
2799,DPRRC AA EQUALS,DPRRC AA,10,,riYGGUCq
2800,DPRRC AB EQUALS,DPRRC AB,10,,4LMM81II
2801,DPRRC AA SUM,DPRRC AA,8,,B0fRLKfJ
2802,DPRRC AB SUM,DPRRC AB,8,,x2oIgF0t
2803,DPRRC AC SUM,DPRRC AC,8,,LOrQPo20
2804,DPRRC AE SUM,DPRRC AE,8,,pzAMMYmp
2805,DPRRC AD SUM,DPRRC AD,8,,7npH83tA
2806,DPRRC AB Summation,DPRRC AB,11,Motion to dispense with SO 73 extant,iKPNI1IW
2807,DPRRC AC Summation,DPRRC AC,11,More questions put than decisions recorded,DfgE6SVG
2817,TREATY EFRA AL AND,TREATY EFRA AL,4,,9OfO7FM9
2818,TREATY EFRA AL NOT,TREATY EFRA AL,3,,br2dUjOX
2819,TREATY EFRA AI Decision,TREATY EFRA AI,2,,rX9hpZiz
2820,LROLD AN AND,LROLD AN,4,,TtCsv8JP
2821,LROLD AD NOT,LROLD AD,3,,MhksSALM
2822,LROLD AK Summation,LROLD AK,11,There is a fatal or non-fatal motion extant in the negative procedure.,fqzC9t8K
2823,LROLD AF OR,LROLD AF,5,,Kzn2RLzR
2824,LROLD AB Decision,LROLD AB,2,,bAvPQWKq
2825,LROLD AL Summation,LROLD AL,11,Chamber debate may take place.,UTsCY0r1
2826,LROLD AG OR,LROLD AG,5,,FkbtQ4FE
2827,LGFR AA EQUALS,LGFR AA,10,,CbSjZ8py
2828,LGFR AA SUM,LGFR AA,8,,izIRyhPX
2829,LGFR AA Summation,LGFR AA,11,More questions have been put than outcomes recorded,jFWjEnrz
2831,LGFR AC Decision,LGFR AC,2,,KetfZUEe
2834,PNSI AA Summation,PNSI AA,11,One or both Houses recommended the affirmative procedure,0BKCOpqP
2838,DI Decision,DI,2,,b2plCd01
2839,DJ Decision,DJ,2,,de9Ho0ya
2840,AY EQUALS,AY,10,,En13PnsF
2841,AZ EQUALS,AZ,10,,3IgK0L0U
2842,DK Decision,DK,2,,jvrYYAR9
2843,DL Decision,DL,2,,ujA97LAq
2844,DM Decision,DM,2,,LtyfiTXj
2845,BA EQUALS,BA,10,,enzKhkyQ
2846,BB EQUALS,BB,10,,fEyUu0lQ
2852,DN Decision,DN,2,,CEqfKo9p
2853,DO Decision,DO,2,,Gnb5FTw9
2860,ET AND,ET,4,,vOvTt1UP
2861,MA AP Summation,MA AP,11,More questions have been put than outcomes recorded,Ao4dLGKr
2862,BC EQUALS,BC,10,,E7unDsDC
2863,DP Decision,DP,2,,zNozO6yh
2865,DQ Decision,DQ,2,,zegJzgTM
2866,DR Decision,DR,2,,ASURPgxq
2871,DS Decision,DS,2,,SOOAf1pc
2872,DT Decision,DT,2,,zazprIzf
2873,TREATY BAT AA Decision,TREATY BAT AA,2,,gh7b5ej7
2874,TREATY BAT AB Decision,TREATY BAT AB,2,,vjxtO6ZV
2875,TREATY BAT AC Decision,TREATY BAT AC,2,,xnS8hsZA
2876,TREATY BAT AD Decision,TREATY BAT AD,2,,tGdP4Akf
2877,TREATY BAT AE Decision,TREATY BAT AE,2,,f1kCnhej
2878,TREATY BAT AF Decision,TREATY BAT AF,2,,AWq5tpJm
2879,TREATY BAT AG Decision,TREATY BAT AG,2,,TkGE62tI
2880,TREATY BAT AH Decision,TREATY BAT AH,2,,yweqyAED
2881,TREATY BAT AA AND,TREATY BAT AA,4,,MOBEjnPu
2882,TREATY BAT AB AND,TREATY BAT AB,4,,XRQleDlz
2883,TREATY BAT AC AND,TREATY BAT AC,4,,4TILHido
2884,TREATY BAT AD AND,TREATY BAT AD,4,,w8mvX4JN
2885,TREATY BAT AE AND,TREATY BAT AE,4,,ffRsZ8Uv
2886,TREATY BAT AF AND,TREATY BAT AF,4,,zxzwMLwV
2887,TREATY BAT AG AND,TREATY BAT AG,4,,UY9G4Lqo
2889,TREATY BAT AA OR,TREATY BAT AA,5,,4woczQ1H
2890,TREATY BAT AB OR,TREATY BAT AB,5,,Pxsk1QG4
2891,TREATY BAT AA NOT,TREATY BAT AA,3,,ScCypWnw
2892,TREATY BAT AB NOT,TREATY BAT AB,3,,sVhNY5oG
2893,TREATY BAT AC NOT,TREATY BAT AC,3,,wH9BUcTS
2894,TREATY BAT AD NOT,TREATY BAT AD,3,,G7jQ5maK
2895,TREATY BAT AE NOT,TREATY BAT AE,3,,iXJf37QW
2896,TREATY BAT AF NOT,TREATY BAT AF,3,,RW6hro4L
2897,TREATY BAT AG NOT,TREATY BAT AG,3,,fSExNeMj
2914,LROCPD BB AND,LROCPD BB,4,,BPw5oFmI
2915,LROCPD BC AND,LROCPD BC,4,,8B9oCCTv
2916,LROCPD BD AND,LROCPD BD,4,,TmxTvdrd
2917,LROCPD BE AND,LROCPD BE,4,,pPpU7UC3
2918,LROCPD BF AND,LROCPD BF,4,,uURTCLdr
2919,LROCPD AV Decision,LROCPD AV,2,,z5NWeW8M
2920,LROCPD AW Decision,LROCPD AW,2,,kNaHQWVE
2921,LROCPD AX Decision,LROCPD AX,2,,IeC55y41
2922,LROCPD AY Decision,LROCPD AY,2,,Z6XBj0U7
2923,LROCPD AZ Decision,LROCPD AZ,2,,DRAQUWQO
2924,LROCPD AS OR,LROCPD AS,5,,GPc5fxf1
2925,LROCPD AT OR,LROCPD AT,5,,7OcNl6wu
2926,LROCPD AU OR,LROCPD AU,5,,eYbEUzNM
2927,LROCPD AV OR,LROCPD AV,5,,3yCnyRYk
2928,LROCPD AW OR,LROCPD AW,5,,dsvj9geV
2929,LROCPD AX OR,LROCPD AX,5,,1UwMFvYG
2930,LROCPD AJ NOT,LROCPD AJ,3,,EBdEbFhZ
2931,LROCPD AN SUM,LROCPD AN,8,,YUPRqkS1
2932,LROCPD AO SUM,LROCPD AO,8,,QYHpmjl0
2933,LROCPD AP SUM,LROCPD AP,8,,i32bLKdi
2934,LROCPD AQ SUM,LROCPD AQ,8,,UCzDf3Ne
2935,LROCPD AE EQUALS,LROCPD AE,10,,8tQl2LEK
2936,LROCPD AS Summation,LROCPD AS,11,Committee determination made but not recorded ,qRaE6OtX
2940,LROCCC AM AND,LROCCC AM,4,,6ggkJvl7
2941,LROCCC AN AND,LROCCC AN,4,,wntoDTZq
2942,LROCCC AR Decision,LROCCC AR,2,,MxDFq8rj
2943,LROCCC AS Decision,LROCCC AS,2,,2d4YYFjf
2944,LROCCC AT Decision,LROCCC AT,2,,AcZj7NbU
2945,LROCCC AK NOT,LROCCC AK,3,,YZfE1OUQ
2946,LROCCC AL NOT,LROCCC AL,3,,UkHpxie3
2947,LROCCC AD OR,LROCCC AD,5,,6cMUXHjH
2948,LROCCC AJ SUM,LROCCC AJ,8,,GkMeqPJc
2949,LROCCC AK SUM,LROCCC AK,8,,6uWkj3iY
2950,LROCCC AE EQUALS,LROCCC AE,10,,D6hLWvrP
2951,LROCCC AJ Summation,LROCCC AJ,11,Committee decision made but not recorded,jOiBAYOQ
2953,TREATY PLS AA AND,TREATY PLS AA,4,,0LLESotn
2954,TREATY PLS AB AND,TREATY PLS AB,4,,M3Vyi1L4
2955,TREATY PLS AC AND,TREATY PLS AC,4,,1MrRgneP
2956,TREATY PLS AD AND,TREATY PLS AD,4,,8JWunxEF
2957,TREATY PLS AE AND,TREATY PLS AE,4,,9NJ4dacv
2958,TREATY PLS AF AND,TREATY PLS AF,4,,NDgtwF3q
2959,TREATY PLS AG AND,TREATY PLS AG,4,,r9D98BEm
2960,TREATY PLS AH AND,TREATY PLS AH,4,,nXK9cxD2
2961,TREATY PLS AI AND,TREATY PLS AI,4,,QtIybNBP
2962,TREATY PLS AJ AND,TREATY PLS AJ,4,,xs7Of8At
2963,TREATY PLS AK AND,TREATY PLS AK,4,,wZnFqcIL
2964,TREATY PLS AL AND,TREATY PLS AL,4,,SO6idWqr
2965,TREATY PLS AM AND,TREATY PLS AM,4,,5QJcF029
2966,TREATY PLS AN AND,TREATY PLS AN,4,,a5RWtN9v
2967,TREATY PLS AO AND,TREATY PLS AO,4,,85OUcBhi
2968,TREATY PLS AP AND,TREATY PLS AP,4,,BgnSOz1F
2969,TREATY PLS AQ AND,TREATY PLS AQ,4,,5ChnCD49
2970,TREATY PLS AA OR,TREATY PLS AA,5,,48yOCbtP
2971,TREATY PLS AB OR,TREATY PLS AB,5,,kQG9AUrd
2972,TREATY PLS AA NOT,TREATY PLS AA,3,,OOr9obfI
2973,TREATY PLS AB NOT,TREATY PLS AB,3,,URlbXX7f
2974,TREATY PLS AC NOT,TREATY PLS AC,3,,LlEx8S30
2975,TREATY PLS AD NOT,TREATY PLS AD,3,,15OEdq1f
2976,TREATY PLS AE NOT,TREATY PLS AE,3,,roHqnWRp
2977,TREATY PLS AF NOT,TREATY PLS AF,3,,59mJq3np
2978,TREATY PLS AG NOT,TREATY PLS AG,3,,cVhDFp7U
2979,TREATY PLS AH NOT,TREATY PLS AH,3,,kfz7oqI4
2980,TREATY PLS AI NOT,TREATY PLS AI,3,,hWaghSnO
2981,TREATY PLS AJ NOT,TREATY PLS AJ,3,,CHaNNeka
2982,TREATY PLS AK NOT,TREATY PLS AK,3,,rSSPed54
2983,TREATY PLS AL NOT,TREATY PLS AL,3,,3wB6CA1E
2984,TREATY PLS AM NOT,TREATY PLS AM,3,,YlbmjftA
2985,TREATY PLS AN NOT,TREATY PLS AN,3,,i9kZUQGZ
2986,TREATY PLS AO NOT,TREATY PLS AO,3,,SIzF6wwN
2987,TREATY PLS AP NOT,TREATY PLS AP,3,,wOE8MOQo
2988,TREATY PLS AR NOT,TREATY PLS AR,3,,nZdfMwbO
2989,TREATY PLS AQ NOT,TREATY PLS AQ,3,,vmf3k9Q3
2990,TREATY PLS AS NOT,TREATY PLS AS,3,,hInp24Us
2991,TREATY PLS AT NOT,TREATY PLS AT,3,,PMnDXD6A
2992,TREATY PLS AU NOT,TREATY PLS AU,3,,Mm2wURwp
2993,TREATY PLS AV NOT,TREATY PLS AV,3,,2zX2WtBY
2994,TREATY PLS AW NOT,TREATY PLS AW,3,,HVeBSdbW
2995,TREATY PLS AA Decision,TREATY PLS AA,2,,vqNfNyv7
2996,TREATY PLS AB Decision,TREATY PLS AB,2,,g4ZrtNbl
2997,TREATY PLS AC Decision,TREATY PLS AC,2,,KL8wKbt4
2998,TREATY PLS AD Decision,TREATY PLS AD,2,,lifkIKqo
2999,TREATY PLS AE Decision,TREATY PLS AE,2,,h5lKLb8X
3000,TREATY PLS AF Decision,TREATY PLS AF,2,,iIeasfcm
3001,TREATY PLS AG Decision,TREATY PLS AG,2,,9FaQ4koz
3002,TREATY PLS AH Decision,TREATY PLS AH,2,,yyLkvXNW
3003,TREATY PLS AI Decision,TREATY PLS AI,2,,OyKE9bsR
3004,TREATY PLS AK Decision,TREATY PLS AK,2,,UJJuE9jh
3005,TREATY PLS AJ Decision,TREATY PLS AJ,2,,KyXZVyOg
3006,TREATY PLS AL Decision,TREATY PLS AL,2,,g5YzOns0
3007,TREATY PLS AM Decision,TREATY PLS AM,2,,RHh4MEnm
3008,TREATY PLS AN Decision,TREATY PLS AN,2,,6e3TPcZq
3009,TREATY PLS AO Decision,TREATY PLS AO,2,,sOKO8rrI
3010,TREATY PLS AP Decision,TREATY PLS AP,2,,pqqlU3aq
3011,TREATY PLS AQ Decision,TREATY PLS AQ,2,,bnCgbZRq
3012,TREATY PLS AR Decision,TREATY PLS AR,2,,jNw12ivh
3013,TREATY PLS AS Decision,TREATY PLS AS,2,,wIwuoj1A
3014,TREATY PLS AT Decision,TREATY PLS AT,2,,ToT5OdmW
3015,TREATY PLS AU Decision,TREATY PLS AU,2,,llK1svtB
3016,TREATY PLS AV Decision,TREATY PLS AV,2,,674XjAZ0
3017,TREATY PLS AW Decision,TREATY PLS AW,2,,ePJZNbCN
3018,TREATY PLS AA EQUALS,TREATY PLS AA,10,,O00Jw9pu
3019,TREATY PLS AB EQUALS,TREATY PLS AB,10,,mAP1jqAt
3020,TREATY PLS AC EQUALS,TREATY PLS AC,10,,c5x17My8
3021,TREATY PLS AD EQUALS,TREATY PLS AD,10,,g4rfUfDj
3022,TREATY PLS AE EQUALS,TREATY PLS AE,10,,ywPnxvyK
3023,TREATY PLS AF EQUALS,TREATY PLS AF,10,,u3aosRoC
3024,TREATY PLS AR AND,TREATY PLS AR,4,,7HYqMSVG
3025,TREATY PLS AX NOT,TREATY PLS AX,3,,z9my5E6T
3026,TREATY PLS AX Decision,TREATY PLS AX,2,,Kfi6ZYSM
3027,TREATY PLS AY Decision,TREATY PLS AY,2,,c3QS16xi
3034,TREATY PLS AS AND,TREATY PLS AS,4,,ZflWPyXf
3035,TREATY PLS AT AND,TREATY PLS AT,4,,Z2rOkENA
3036,TREATY PLS AU AND,TREATY PLS AU,4,,GAnvRP37
3037,TREATY PLS AV AND,TREATY PLS AV,4,,udku3SMl
3038,TREATY PLS AW AND,TREATY PLS AW,4,,tOXSmn5L
3039,TREATY PLS AX AND,TREATY PLS AX,4,,G7tSZQig
3040,TREATY PLS AY NOT,TREATY PLS AY,3,,h98ujC0E
3041,TREATY PLS BA NOT,TREATY PLS BA,3,,5EeJly6M
3042,TREATY PLS BB NOT,TREATY PLS BB,3,,61YCyOgW
3043,TREATY PLS AZ NOT,TREATY PLS AZ,3,,nfFSHg42
3044,TREATY PLS BC NOT,TREATY PLS BC,3,,0vTc7jdV
3045,TREATY PLS BD NOT,TREATY PLS BD,3,,0VPDS9A3
3046,TREATY PLS AZ Decision,TREATY PLS AZ,2,,SGDhv30Q
3047,TREATY PLS BA Decision,TREATY PLS BA,2,,JiforsTC
3048,TREATY PLS BB Decision,TREATY PLS BB,2,,E8b9TDNT
3049,TREATY PLS BC Decision,TREATY PLS BC,2,,rg6P7sAc
3051,TREATY PLS AY AND,TREATY PLS AY,4,,KBUcUERS
3052,TREATY PLS BE NOT,TREATY PLS BE,3,,I4QjMJjR
3053,TREATY PLS BD Decision,TREATY PLS BD,2,,LfkMlUwy
3054,PDUE AB Summation,PDUE AB,11,Committee decision made but not recorded,mKV3NT3U
3055,TREATY PLS AZ AND,TREATY PLS AZ,4,,gPo7VZCC
3056,TREATY PLS BF NOT,TREATY PLS BF,3,,JJ7hi2ip
3057,TREATY PLS BA AND,TREATY PLS BA,4,,9fkP6KN3
3058,TREATY PLS BG NOT,TREATY PLS BG,3,,mtNEh119
3059,DU Decision,DU,2,,7jmuvfHI
3060,TREATY ITC AP Decision,TREATY ITC AP,2,,RTvD4qIa
3062,TREATY ITC AA SUM,TREATY ITC AA,8,,NpX23Zq2
3063,TREATY ITC AA EQUALS,TREATY ITC AA,10,,J6jZVi3l
3064,TREATY ITC AA Summation,TREATY ITC AA,11,Committee decision made but not recorded ,D6DeN1o0
3065,TREATY ITC AS NOT,TREATY ITC AS,3,,GxQ5FzRB
3066,TREATY ITC AV AND,TREATY ITC AV,4,,BOjXW8qd
