id,triplestoreid,inprocedure,label,fromstep,tostep
2447,VgMOGTt2,4,Route from CG AND to Communication declaring the instrument had come into operation before being laid before Parliament (House of Lords) in the Made negative procedure,urn:procedure-editor:Step:372,urn:procedure-editor:BusinessStep:201
2448,rf1XvNIE,4,Route from Laid before the House of Lords (House of Lords) to CH NOT in the Made negative procedure,urn:procedure-editor:BusinessStep:12,urn:procedure-editor:Step:461
2449,qNt3eBWy,4,Route from CH NOT to CF AND in the Made negative procedure,urn:procedure-editor:Step:461,urn:procedure-editor:Step:371
2450,RVJHhEt5,4,Route from CF AND to BG Decision in the Made negative procedure,urn:procedure-editor:Step:371,urn:procedure-editor:Step:513
2451,Nf7VzF87,4,Route from BG Decision to Laid before the House of Lords (House of Lords) in the Made negative procedure,urn:procedure-editor:Step:513,urn:procedure-editor:BusinessStep:12
2477,3Ot9PE8o,4,Route from Laid before the House of Lords (House of Lords) to CK AND in the Made negative procedure,urn:procedure-editor:BusinessStep:12,urn:procedure-editor:Step:376
2479,za98yFbm,4,Route from CK AND to BO OR in the Made negative procedure,urn:procedure-editor:Step:376,urn:procedure-editor:Step:3124
2480,WH1BAsei,4,Route from CL AND to Considered by the Secondary Legislation Scrutiny Committee (SLSC) (House of Lords) in the Made negative procedure,urn:procedure-editor:Step:377,urn:procedure-editor:BusinessStep:19
2481,gqUa3Ogg,4,Route from Considered by the Secondary Legislation Scrutiny Committee (SLSC) (House of Lords) to CP NOT in the Made negative procedure,urn:procedure-editor:BusinessStep:19,urn:procedure-editor:Step:469
2482,PrxiFB3e,4,Route from CP NOT to CL AND in the Made negative procedure,urn:procedure-editor:Step:469,urn:procedure-editor:Step:377
2500,2LK6vLKQ,4,Route from AU OR to FB AND in the Made negative procedure,urn:procedure-editor:Step:424,urn:procedure-editor:Step:3309
2501,1zrOjTM7,4,Route from BV Decision to Grand Committee debate (House of Lords) in the Made negative procedure,urn:procedure-editor:Step:528,urn:procedure-editor:BusinessStep:21
2517,Z7aLwFFO,4,Route from AV OR to BY Decision in the Made negative procedure,urn:procedure-editor:Step:425,urn:procedure-editor:Step:531
2518,Pq0lRP5U,4,Route from BY Decision to Chamber debate (House of Lords) in the Made negative procedure,urn:procedure-editor:Step:531,urn:procedure-editor:BusinessStep:2
2533,pYZ5MQwd,4,Route from DB AND to CA Decision in the Made negative procedure,urn:procedure-editor:Step:393,urn:procedure-editor:Step:533
2534,XOarcr94,4,Route from CA Decision to Question on motion (prayer) to stop the instrument being law put (House of Lords) in the Made negative procedure,urn:procedure-editor:Step:533,urn:procedure-editor:BusinessStep:52
2585,uMwZkCek,2,Route from Proposed negative statutory instrument created to AA NOT in the Proposed negative statutory instrument procedure,urn:procedure-editor:BusinessStep:99,urn:procedure-editor:Step:542
2586,3tM7tVqC,2,Route from AA NOT to Proposed negative statutory instrument created in the Proposed negative statutory instrument procedure,urn:procedure-editor:Step:542,urn:procedure-editor:BusinessStep:99
2604,BPnwx1WX,4,Route from NCM AB Summation to DL AND in the Made negative procedure,urn:procedure-editor:Step:3559,urn:procedure-editor:Step:543
2605,pKzkGSjd,4,Route from DL AND to AS AND in the Made negative procedure,urn:procedure-editor:Step:543,urn:procedure-editor:Step:331
2607,pTgm8aN9,4,Route from MN AM Summation to DL AND in the Made negative procedure,urn:procedure-editor:Step:1168,urn:procedure-editor:Step:543
2616,aq6kSVtt,4,Route from BS AND to DO AND in the Made negative procedure,urn:procedure-editor:Step:358,urn:procedure-editor:Step:570
2617,50PdSBIM,4,Route from DO AND to BT AND in the Made negative procedure,urn:procedure-editor:Step:570,urn:procedure-editor:Step:359
2619,GmulbD8Q,4,Route from ER NOT to DO AND in the Made negative procedure,urn:procedure-editor:Step:3306,urn:procedure-editor:Step:570
2627,LwRb5WJy,4,Route from MN AQ Summation to DQ AND in the Made negative procedure,urn:procedure-editor:Step:3730,urn:procedure-editor:Step:572
2638,Ut02a2A7,5,Route from Instrument introducing one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 created to AA AND in the Draft negative procedure,urn:procedure-editor:BusinessStep:233,urn:procedure-editor:Step:538
2639,BdG97Fpd,5,Route from Instrument introducing one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 created to AB AND in the Draft negative procedure,urn:procedure-editor:BusinessStep:233,urn:procedure-editor:Step:540
2640,70fj6FQW,5,"Route from AA AND to Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Commons) in the Draft negative procedure",urn:procedure-editor:Step:538,urn:procedure-editor:BusinessStep:234
2641,ZwpAEmSi,5,"Route from Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Commons) to AC NOT in the Draft negative procedure",urn:procedure-editor:BusinessStep:234,urn:procedure-editor:Step:282
2642,9Q9sm5gS,5,Route from AC NOT to AA AND in the Draft negative procedure,urn:procedure-editor:Step:282,urn:procedure-editor:Step:538
2644,NRoFtr4P,5,Route from AB AND to AA Decision in the Draft negative procedure,urn:procedure-editor:Step:540,urn:procedure-editor:Step:281
2645,OCRSBdC1,5,"Route from AA Decision to Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Lords) in the Draft negative procedure",urn:procedure-editor:Step:281,urn:procedure-editor:BusinessStep:235
2646,fQH1NEbn,5,"Route from Statement deposited by the Government, declaring the introduction of one or more criminal offences under Schedule 7 of the European Union (Withdrawal) Act 2018 (House of Lords) to AD NOT in the Draft negative procedure",urn:procedure-editor:BusinessStep:235,urn:procedure-editor:Step:284
2647,w3LGDvn8,5,Route from AD NOT to AB AND in the Draft negative procedure,urn:procedure-editor:Step:284,urn:procedure-editor:Step:540
2649,N49ih4Mx,5,Route from DN AO Summation to AC AND in the Draft negative procedure,urn:procedure-editor:Step:1457,urn:procedure-editor:Step:283
2650,1wHrBTHk,5,Route from AC AND to Laid before the House of Commons (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:283,urn:procedure-editor:BusinessStep:4
2651,hG6dUrSw,5,Route from Laid before the House of Commons (House of Commons) to AE NOT in the Draft negative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:289
2652,3oEW6YpH,5,Route from AE NOT to AC AND in the Draft negative procedure,urn:procedure-editor:Step:289,urn:procedure-editor:Step:283
2653,ye3CgnDr,5,Route from Laid before the House of Commons (House of Commons) to EN AND in the Draft negative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:1100
2654,bGxKYoet,5,Route from AF AND to AB Decision in the Draft negative procedure,urn:procedure-editor:Step:296,urn:procedure-editor:Step:293
2655,slI5hv0J,5,Route from AB Decision to Instrument withdrawn from the House of Commons (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:293,urn:procedure-editor:BusinessStep:107
2656,ALMKat8o,5,Route from Instrument withdrawn from the House of Commons (House of Commons) to AH NOT in the Draft negative procedure,urn:procedure-editor:BusinessStep:107,urn:procedure-editor:Step:301
2657,pOpsxJnc,5,Route from AH NOT to AF AND in the Draft negative procedure,urn:procedure-editor:Step:301,urn:procedure-editor:Step:296
2659,6I0E01ZW,5,Route from Laid before the House of Commons (House of Commons) to AD AND in the Draft negative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:287
2660,Zxtt5NK5,5,Route from AD AND to DN AU Summation in the Draft negative procedure,urn:procedure-editor:Step:287,urn:procedure-editor:Step:3805
2661,qgVRInCL,5,Route from AE AND to BL OR in the Draft negative procedure,urn:procedure-editor:Step:288,urn:procedure-editor:Step:1462
2662,pL42iouV,5,Route from AG AND to Considered by the Select Committee on Statutory Instruments (SCSI) (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:300,urn:procedure-editor:BusinessStep:10
2663,vMmD7UgB,5,Route from Considered by the Select Committee on Statutory Instruments (SCSI) (House of Commons) to AI NOT in the Draft negative procedure,urn:procedure-editor:BusinessStep:10,urn:procedure-editor:Step:306
2664,hv10y7h1,5,Route from AI NOT to AG AND in the Draft negative procedure,urn:procedure-editor:Step:306,urn:procedure-editor:Step:300
2679,KdQXdjtu,5,Route from Laid before the House of Commons (House of Commons) to ES AND in the Draft negative procedure,urn:procedure-editor:BusinessStep:4,urn:procedure-editor:Step:1498
2686,fNqzG2lK,5,Route from AE OR to AM AND in the Draft negative procedure,urn:procedure-editor:Step:295,urn:procedure-editor:Step:323
2687,MHGrnR5i,5,Route from AM AND to EX AND in the Draft negative procedure,urn:procedure-editor:Step:323,urn:procedure-editor:Step:3295
2688,yATlTyPs,5,Route from AI Decision to Motion to refer the instrument to a Delegated Legislation Committee (DLC) tabled by the Government (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:489,urn:procedure-editor:BusinessStep:3524
2698,Y0PL0bBc,5,Route from DN AN Summation to AM AND in the Draft negative procedure,urn:procedure-editor:Step:1171,urn:procedure-editor:Step:323
2703,psUSvfrF,5,Route from DN AN Summation to AN AND in the Draft negative procedure,urn:procedure-editor:Step:1171,urn:procedure-editor:Step:326
2706,CIuO7cag,5,Route from AN AND to AO AND in the Draft negative procedure,urn:procedure-editor:Step:326,urn:procedure-editor:Step:327
2707,wGzzGx4w,5,Route from AO AND to AK Decision in the Draft negative procedure,urn:procedure-editor:Step:327,urn:procedure-editor:Step:491
2708,Vxig8dlM,5,Route from Considered for English votes for English laws (EVEL) certification (House of Commons) to AQ NOT in the Draft negative procedure,urn:procedure-editor:BusinessStep:34,urn:procedure-editor:Step:406
2709,85v6XJYl,5,Route from AQ NOT to AO AND in the Draft negative procedure,urn:procedure-editor:Step:406,urn:procedure-editor:Step:327
2710,YoJ1RllM,5,Route from AK Decision to Considered for English votes for English laws (EVEL) certification (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:491,urn:procedure-editor:BusinessStep:34
2793,EzSOorRK,5,Route from EN NOT to BK AND in the Draft negative procedure,urn:procedure-editor:Step:1879,urn:procedure-editor:Step:350
2796,eQf217RA,5,Route from BK AND to BL AND in the Draft negative procedure,urn:procedure-editor:Step:350,urn:procedure-editor:Step:351
2797,kch6kgOk,5,Route from BL AND to BM AND in the Draft negative procedure,urn:procedure-editor:Step:351,urn:procedure-editor:Step:352
2798,inweEiar,5,Route from BM AND to AT Decision in the Draft negative procedure,urn:procedure-editor:Step:352,urn:procedure-editor:Step:500
2799,5moLmX4j,5,Route from AT Decision to Delegated Legislation Committee (DLC) debate (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:500,urn:procedure-editor:BusinessStep:38
2802,F4EeaXSl,5,Route from EO NOT to BN AND in the Draft negative procedure,urn:procedure-editor:Step:2044,urn:procedure-editor:Step:353
2803,7KhPt5up,5,Route from AG OR to BN AND in the Draft negative procedure,urn:procedure-editor:Step:303,urn:procedure-editor:Step:353
2805,YiSp2SoZ,5,Route from BN AND to BO AND in the Draft negative procedure,urn:procedure-editor:Step:353,urn:procedure-editor:Step:354
2807,KWuMzoq0,5,Route from BO AND to AU Decision in the Draft negative procedure,urn:procedure-editor:Step:354,urn:procedure-editor:Step:501
2808,ZZ7xRt4L,5,Route from AU Decision to Chamber debate (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:501,urn:procedure-editor:BusinessStep:23
2812,SHG8Z67O,5,Route from DN AS Summation to BM AND in the Draft negative procedure,urn:procedure-editor:Step:3515,urn:procedure-editor:Step:352
2814,Ib2Nm85j,5,Route from DN AS Summation to BO AND in the Draft negative procedure,urn:procedure-editor:Step:3515,urn:procedure-editor:Step:354
2816,FnenUEIB,5,Route from EQ NOT to BQ AND in the Draft negative procedure,urn:procedure-editor:Step:3305,urn:procedure-editor:Step:356
2835,6ZhofUwW,5,Route from DN AA Summation to BW AND in the Draft negative procedure,urn:procedure-editor:Step:1120,urn:procedure-editor:Step:362
2839,tZ1mLPmv,5,Route from BQ AND to BW AND in the Draft negative procedure,urn:procedure-editor:Step:356,urn:procedure-editor:Step:362
2840,Gsa4PseE,5,Route from BW AND to AW Decision in the Draft negative procedure,urn:procedure-editor:Step:362,urn:procedure-editor:Step:503
2841,BgJfWgKG,5,Route from AW Decision to Question on motion (prayer) to stop the instrument becoming law put (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:503,urn:procedure-editor:BusinessStep:63
2860,2VUvL5Um,5,Route from CA AND to BC Decision in the Draft negative procedure,urn:procedure-editor:Step:366,urn:procedure-editor:Step:509
2861,o9fAHYBe,5,Route from BC Decision to Motion (prayer) to stop the instrument becoming law approved (House of Commons) in the Draft negative procedure,urn:procedure-editor:Step:509,urn:procedure-editor:BusinessStep:89
2862,U4s0SpmH,5,Route from Motion (prayer) to stop the instrument becoming law approved (House of Commons) to CA NOT in the Draft negative procedure,urn:procedure-editor:BusinessStep:89,urn:procedure-editor:Step:454
2863,KTkfJkvh,5,Route from CA NOT to CA AND in the Draft negative procedure,urn:procedure-editor:Step:454,urn:procedure-editor:Step:366
