id,label,forbusinessstep,depthinprocedure,displaydepth,triplestoreid
218,Motion calling on the Government to extend objection period A approved has step depth 33 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,167,6,33,1GpHz3jh
219,Motion calling on the Government to extend objection period A rejected has step depth 33 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,168,6,33,fVHoSkPD
220,Motion calling on the Government to extend objection period A withdrawn has step depth 32 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,169,6,32,Yw6QWlgd
221,Non-fatal motion to object to the treaty tabled has step depth 28 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,173,6,28,NFa6K2pC
222,Question on motion calling on the Government to extend objection period A put has step depth 32 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,174,6,32,SIhATj76
223,Non-fatal motion to object to the treaty withdrawn has step depth 36 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,178,6,36,I8Y7uOEZ
224,Question on a non-fatal motion to object to the treaty put has step depth 36 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,179,6,36,7r9OlTom
225,Non-fatal motion to object to the treaty approved has step depth 37 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,180,6,37,Dn51JX2b
226,Non-fatal motion to object to the treaty rejected has step depth 37 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,181,6,37,ksEofYC2
227,Motion that the treaty should not be ratified not moved has step depth 23 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,189,6,23,SFj2D9nj
228,Motion calling on the Government to extend objection period A not moved has step depth 32 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,190,6,32,eU4y6aDl
229,Non-fatal motion to object to the treaty not moved has step depth 36 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,191,6,36,pTGqOsXZ
230,Motion that the treaty should not be ratified not moved has step depth 38 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,192,6,38,tnATmsvH
231,Considered by the European Union Committee has step depth 12.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,202,6,12.100000381469727,voY7pX85
232,Decision on motion that the treaty should not be ratified deferred has step depth 24 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,203,6,24,GPIJQmgZ
233,Motion that the treaty should not be ratified lapsed at end of session has step depth 23 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,217,6,23,ZkQvnQWT
234,Motion calling on the Government to extend objection period A lapsed at end of session has step depth 32 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,218,6,32,XHq8w5iH
235,Non-fatal motion to object to the treaty lapsed at end of session has step depth 36 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,219,6,36,BIDuGdoW
236,Motion to take note of the treaty lapsed at end of session has step depth 34 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,220,6,34,AdmPYe4l
237,Motion that the treaty should not be ratified lapsed at end of session has step depth 38 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,221,6,38,isgK6FKq
238,Further information published by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 12.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,224,6,12.199999809265137,JoX2ZE9w
239,Allocated to the EU International Agreements Sub-Committee has step depth 12.600000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,225,6,12.600000381469727,hVz7s5Po
240,Correspondence published by the EU International Agreements Sub-Committee has step depth 12.699999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,226,6,12.699999809265137,raN8Mbhm
241,Information published by the EU Select Committee has step depth 12.399999618530273 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,227,6,12.399999618530273,ZXRCOWSU
242,Extended objection period A ends has step depth 42 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,229,6,42,vVFazWLi
243,International Trade Committee (ITC) recommended the treaty should be ratified has step depth 8.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,246,6,8.199999809265137,v8SC2E0X
244,Considered by the Joint Committee on Human Rights (JCHR) has step depth 11.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,247,6,11.100000381469727,CabkSLi7
245,Joint Committee on Human Rights (JCHR) recommended the treaty should be debated in both Houses has step depth 11.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,248,6,11.199999809265137,0iLHlO0V
246,Joint Committee on Human Rights (JCHR) recommended the treaty should not be ratified has step depth 11.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,249,6,11.199999809265137,Z2YQ8z3x
247,Joint Committee on Human Rights (JCHR) recommended the treaty should be ratified has step depth 11.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,250,6,11.199999809265137,PYXaj28h
248,Joint Committee on Human Rights (JCHR) recommended that objection period A be extended has step depth 11.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,253,6,11.199999809265137,qbM6JDmO
249,International Trade Committee (ITC) recommended that objection period A be extended has step depth 8.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,254,6,8.199999809265137,puKPqHIn
250,Motion calling on the Government to extend objection period A tabled has step depth 16 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,255,6,16,wYLPXHSs
251,Motion calling on the Government to extend objection period A not moved has step depth 20 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,256,6,20,AEdiduAd
252,Motion calling on the Government to extend objection period A lapsed at end of session has step depth 20 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,257,6,20,Yutj6jNW
253,Motion calling on the Government to extend objection period A withdrawn has step depth 20 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,258,6,20,0jarA40E
254,Question on motion calling on the Government to extend objection period A put has step depth 20 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,261,6,20,YtAwo0WE
255,Motion calling on the Government to extend objection period A approved has step depth 22 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,262,6,22,wuooRvf8
256,Motion calling on the Government to extend objection period A rejected has step depth 22 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,263,6,22,vMLjCUU9
257,International Trade Committee (ITC) inquiry opened has step depth 8 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,265,6,8,lWKzZvqt
258,"Environment, Food and Rural Affairs Committee inquiry opened has step depth 9 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",266,6,9,AnEotKpW
259,Government response to the decision made by the International Trade Committee (ITC) has step depth 8.300000190734863 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,267,6,8.300000190734863,vi4t0BrI
260,"Considered by the Environment, Food and Rural Affairs Committee has step depth 9.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",268,6,9.100000381469727,xVYCJmTF
261,"Government response to the decision made by the Environment, Food and Rural Affairs Committee has step depth 9.300000190734863 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",269,6,9.300000190734863,e72J0ERO
263,"Environment, Food and Rural Affairs Committee recommended a general debate has step depth 9.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",271,6,9.199999809265137,9Ch4ZkF8
264,"Environment, Food and Rural Affairs Committee recommended the treaty should be ratified has step depth 9.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure",272,6,9.199999809265137,Iph3ZxD1
266,Government response to the decision made by the European Union Committee has step depth 12.119999885559082 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,274,6,12.119999885559082,riT7T94c
267,Call for evidence opened by the EU International Agreements Sub-Committee has step depth 12.800000190734863 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,275,6,12.800000190734863,OTWpbqyA
268,Call for evidence opened by the EU Select Committee has step depth 12.5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,276,6,12.5,sLkIbxOG
269,Call for evidence opened by the International Trade Committee (ITC) has step depth 5 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,278,6,5,GZLsuVxH
270,Joint Committee on Human Rights (JCHR) inquiry opened has step depth 11 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,279,6,11,nEIHuRt9
271,Call for evidence opened by the Joint Committee on Human Rights (JCHR) has step depth 10 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,280,6,10,YhfQOqMv
272,Considered by the International Agreements Committee (IAC) has step depth 13.199999809265137 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,545,6,13.199999809265137,5lD6sCjJ
273,Call for evidence opened by the International Agreements Committee (IAC) has step depth 13 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,546,6,13,qDJtqWFW
274,International Agreements Committee (IAC) inquiry opened has step depth 13.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,547,6,13.100000381469727,rBy7WWs8
275,Reported for information by the International Agreements Committee (IAC) has step depth 13.300000190734863 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,548,6,13.300000190734863,k6fJOfXZ
